yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
34852023,3485,2023,GA0070100,GA0070100,,N,N,,I,WINDER,WINDER PD,Winder,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,19924,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,0,25,5,7,12,1.5,1.9,2018-01-01,2019-11-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,BARROW,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
34882023,3488,2023,GA0080000,GA0080000,,N,N,,I,BARTOW,BARTOW CO SO CARTERSVILLE,Bartow,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,78325,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,134,9,143,38,31,69,2.2,2.7,2018-01-01,2020-01-01,2020-01-01,2020-03-01,2020-03-01,2020-03-01,N,BARTOW,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
34892023,3489,2023,GA0080100,GA0080100,,N,N,,I,CARTERSVILLE,CARTERSVILLE PD,Cartersville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,24244,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,44,3,47,8,8,16,2.1,2.6,2018-01-01,2018-12-01,2018-12-01,2019-07-01,2019-07-01,2021-06-01,N,BARTOW,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
34902023,3490,2023,GA0080200,GA0080200,,N,N,,I,ADAIRSVILLE,ADAIRSVILLE PD,Adairsville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,5133,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,0,15,1,2,3,3.1,3.5,2018-01-01,2018-11-01,2018-11-01,2019-03-01,2019-03-01,2019-03-01,N,BARTOW,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
34912023,3491,2023,GA0080300,GA0080300,,N,N,,I,KINGSTON,KINGSTON PD,Kingston,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,744,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,1,4,0,0,0,4.0,5.4,2018-01-01,2019-08-01,2019-08-01,2020-09-01,2020-09-01,2020-09-01,N,BARTOW,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
34922023,3492,2023,GA0080500,GA0080500,,N,N,,I,WHITE,WHITE,White,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,668,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,1,1,4.5,6.0,2018-01-01,2022-09-01,2023-12-01,,2023-12-01,2023-12-01,N,BARTOW,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
34932023,3493,2023,GA0080600,GA0080600,,N,N,,I,EMERSON,EMERSON PD EMERSON,Emerson,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1455,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,9,0,9,1,1,2,6.9,7.6,2018-01-01,2019-01-01,2019-01-01,2019-07-01,2019-07-01,2019-07-01,N,BARTOW,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
34942023,3494,2023,GA0080700,GA0080700,,N,N,,I,EUHARLEE,EUHARLEE POLICE DEPARTMENT KINGSTON,Euharlee,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,4271,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,0,9,1,1,2,2.3,2.6,2018-01-01,2020-02-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,N,BARTOW,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
34952023,3495,2023,GA0090000,GA0090000,,N,N,,I,BEN HILL,BEN HILL CO SO FITZGERALD,Ben Hill,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,8203,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,23,9,32,4,15,19,3.3,6.2,2018-01-01,2019-06-01,2019-06-01,2020-04-01,2020-04-01,2020-04-01,N,BEN HILL,Not Specified,Y,Y,Y
34962023,3496,2023,GA0090100,GA0090100,,N,N,,I,FITZGERALD,FITZGERALD PD,Fitzgerald,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,8850,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,25,3,28,1,5,6,2.9,3.8,2018-01-01,2019-10-01,2019-10-01,2020-08-01,2020-07-01,2020-07-01,N,BEN HILL,Not Specified,Y,Y,Y
34972023,3497,2023,GA0100000,GA0100000,,N,N,,I,BERRIEN,BERRIEN CO SO NASHVILLE,Berrien,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,10864,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,29,12,41,1,11,12,2.8,4.9,2018-01-01,2019-10-01,2019-10-01,2019-12-01,2019-12-01,2019-12-01,N,BERRIEN,Not Specified,Y,Y,Y
34982023,3498,2023,GA0100100,GA0100100,,N,N,,I,NASHVILLE,NASHVILLE PD,Nashville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,4865,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,0,15,1,4,5,3.3,4.1,2018-01-01,2019-02-01,2019-02-01,2019-12-01,2019-12-01,2019-12-01,N,BERRIEN,Not Specified,Y,Y,Y
34992023,3499,2023,GA0100200,GA0100200,,N,N,,I,ALAPAHA,ALAPAHA PD,Alapaha,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,488,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,1,1,4.1,6.1,2018-01-01,2018-12-01,2018-12-01,2019-11-01,2019-06-01,,N,BERRIEN,Not Specified,Y,Y,Y
35012023,3501,2023,GA0100400,GA0100400,,N,N,,I,ENIGMA,ENIGMA PD,Enigma,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1079,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,1,1,1.9,2.8,2018-01-01,2020-11-01,2020-11-01,2021-07-01,2021-07-01,2021-07-01,N,BERRIEN,Not Specified,Y,Y,Y
35022023,3502,2023,GA0110000,GA0110000,,N,N,,I,BIBB,BIBB CO SO MACON,Bibb,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,156087,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,189,51,240,41,147,188,1.5,2.7,2018-01-01,2019-02-01,2019-02-01,2020-05-01,2020-05-01,2020-05-01,N,BIBB,"Macon-Bibb County, GA",Y,Y,Y
35042023,3504,2023,GA0110200,GA0110200,,N,N,,I,GA FORESTRY COMMISSION,GA FORESTRY COMMISSION MACON,Georgia Forestry Commission,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other State Agency,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,5,0,5,2,0,2,0,0,2018-01-01,2019-09-01,2019-09-01,2020-03-01,2020-03-01,2020-03-01,N,BIBB,"Macon-Bibb County, GA",Y,Y,Y
35062023,3506,2023,GA0110400,GA0110400,,N,N,,I,BIBB CO BOARD OF EDUCAT,BIBB CO BOARD OF ED CAMPUS POLICE DEPT MACON,Bibb County Board of Education,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,9,0,9,4,2,6,0,0,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2020-01-01,N,BIBB,"Macon-Bibb County, GA",Y,Y,Y
35072023,3507,2023,GA011099E,GA0110900,,N,N,,I,MERCER UNIVERSITY,MERCER UNIV DPS CAMPUS SECURITY MACON,Mercer University,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,19,0,19,3,8,11,0,0,2018-01-01,2018-12-01,2018-12-01,2019-06-01,2019-06-01,2019-06-01,N,BIBB,"Macon-Bibb County, GA",Y,Y,Y
35102023,3510,2023,GA0120000,GA0120000,,N,N,,I,BLECKLEY,BLECKLEY CO SO COCHRAN,Bleckley,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,7677,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,14,9,23,1,17,18,2.0,5.3,2018-01-01,2019-09-01,2019-09-01,2019-10-01,2019-10-01,2019-10-01,N,BLECKLEY,Not Specified,Y,Y,Y
35112023,3511,2023,GA0120100,GA0120100,,N,N,,I,COCHRAN,COCHRAN PD,Cochran,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,4472,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,0,12,1,1,2,2.9,3.1,2018-01-01,2019-06-01,2019-06-01,2019-08-01,2019-08-01,2021-04-01,N,BLECKLEY,Not Specified,Y,Y,Y
35122023,3512,2023,GA0120200,GA0120200,,N,N,,I,MIDDLE GEORGIA ST UNIV,MIDDLE GA COLLEGE PUBLIC SAFETY DEPT COCHRAN,Middle Georgia State University,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,14,0,14,7,4,11,0,0,2018-01-01,2019-01-01,2019-01-01,2019-06-01,2019-06-01,2019-06-01,N,BLECKLEY,Not Specified,Y,Y,Y
35132023,3513,2023,GA0130000,GA0130000,,N,N,,I,BRANTLEY,BRANTLEY CO SO NAHUNTA,Brantley,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,16793,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,N,,,,,,,,,2018-01-01,2019-10-01,2019-10-01,2020-12-01,2020-12-01,2020-12-01,N,BRANTLEY,"Brunswick-St. Simons, GA",Y,Y,Y
35142023,3514,2023,GA0130100,GA0130100,,N,N,,I,NAHUNTA,NAHUNTA PD,Nahunta,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1014,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,7,0,7,0,0,0,6.9,6.9,2018-01-01,2019-10-01,2019-10-01,,,,N,BRANTLEY,"Brunswick-St. Simons, GA",Y,Y,Y
35152023,3515,2023,GA0130200,GA0130200,,N,N,,I,HOBOKEN,HOBOKEN PD,Hoboken,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,481,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,2,2,2.1,6.2,2018-01-01,2020-01-01,,,,,N,BRANTLEY,"Brunswick-St. Simons, GA",Y,Y,Y
35162023,3516,2023,GA0140000,GA0140000,,N,N,,I,BROOKS,BROOKS CO SO QUITMAN,Brooks,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,11477,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,26,8,34,0,15,15,2.3,4.3,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2019-11-01,N,BROOKS,"Valdosta, GA",Y,Y,Y
35172023,3517,2023,GA0140100,GA0140100,,N,N,,I,QUITMAN,QUITMAN PD,Quitman,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,4052,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,2,3,5,2.5,3.2,2018-01-01,2022-01-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,BROOKS,"Valdosta, GA",Y,Y,Y
35192023,3519,2023,GA0150000,GA0150000,,N,N,,I,BRYAN,BRYAN CO SO PEMBROKE,Bryan,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,28434,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,51,11,62,9,27,36,2.1,3.4,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2019-11-01,N,BRYAN,"Savannah, GA",Y,Y,Y
35212023,3521,2023,GA0150200,GA0150200,,N,N,,I,RICHMOND HILL,RICHMOND HILL PD,Richmond Hill,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,18788,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,38,1,39,0,9,9,2.0,2.6,2018-01-01,2019-10-01,2019-10-01,2021-03-01,2021-03-01,2021-03-01,N,BRYAN,"Savannah, GA",Y,Y,Y
35222023,3522,2023,GA0160000,GA0160000,,N,N,,I,BULLOCH,BULLOCH CO SO STATESBORO,Bulloch,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,47155,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,N,,,,,,,,,2018-01-01,2018-12-01,2018-12-01,2021-02-01,2021-02-01,2021-02-01,N,BULLOCH,Not Specified,Y,Y,Y
35232023,3523,2023,GA0160100,GA0160100,,N,N,,I,STATESBORO,STATESBORO PD,Statesboro,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,34808,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,48,0,48,13,21,34,1.8,2.4,2018-01-01,2019-11-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,BULLOCH,Not Specified,Y,Y,Y
35242023,3524,2023,GA0160200,GA0160200,,N,N,,I,BROOKLET,BROOKLET PD,Brooklet,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,2206,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,1,1,2,1.8,2.3,2018-01-01,2019-12-01,2019-12-01,2022-04-01,2020-11-01,2022-04-01,N,BULLOCH,Not Specified,Y,Y,Y
35262023,3526,2023,GA0160400,GA0160400,,N,N,,I,GA SOUTHERN UNIVERSITY,GEORGIA SOUTHERN UNIVERSITY PD STATESBORO,Georgia Southern University,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,33,5,38,12,12,24,0,0,2018-01-01,2019-09-01,2019-09-01,2019-11-01,2019-11-01,2019-11-01,N,BULLOCH,Not Specified,Y,Y,Y
35282023,3528,2023,GA0170000,GA0170000,,N,N,,I,BURKE,BURKE CO SO WAYNESBORO,Burke ,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,17338,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,63,24,87,10,37,47,4.2,7.7,2018-01-01,2019-09-01,2019-09-01,2019-11-01,2019-11-01,2021-07-01,N,BURKE,"Augusta-Richmond County, GA-SC",Y,Y,Y
35292023,3529,2023,GA0170100,GA0170100,,N,N,,I,WAYNESBORO,WAYNESBORO PD,Waynesboro,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,5555,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,19,0,19,5,3,8,4.3,4.9,2018-01-01,2019-09-01,2019-09-01,2019-11-01,2019-11-01,2019-11-01,N,BURKE,"Augusta-Richmond County, GA-SC",Y,Y,Y
35312023,3531,2023,GA0170300,GA0170300,,N,N,,I,SARDIS,SARDIS PD,Sardis,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,991,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2018-01-01,2020-01-01,2020-01-01,2021-02-01,2021-02-01,2022-10-01,N,BURKE,"Augusta-Richmond County, GA-SC",Y,Y,Y
35332023,3533,2023,GA0180000,GA0180000,,N,N,,I,BUTTS,BUTTS CO SO JACKSON,Butts,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,21504,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,57,24,81,3,25,28,2.8,5.1,2018-01-01,2019-10-01,2019-10-01,2019-12-01,2019-12-01,2019-12-01,N,BUTTS,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
35382023,3538,2023,GA0190100,GA0190100,,N,N,,I,ARLINGTON,ARLINGTON PD,Arlington,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1125,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,1,1,2,2.7,3.6,2018-01-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,"CALHOUN, EARLY",Not Specified,Y,Y,Y
35392023,3539,2023,GA0190200,GA0190200,,N,N,,I,EDISON,EDISON PD,Edison,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1153,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,1,0,1,1.7,1.7,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2022-07-01,N,CALHOUN,Not Specified,Y,Y,Y
35402023,3540,2023,GA0190300,GA0190300,,N,N,,I,LEARY,LEARY PD,Leary,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,493,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,2.0,2.0,2018-01-01,2022-01-01,,,,,N,CALHOUN,Not Specified,Y,Y,Y
